time,setpoint_roll,gyro_roll,setpoint_pitch,gyro_pitch,motor_1,motor_2,motor_3,motor_4
0.0255,47.604988036852504,51.90320877381952,30.573297592831153,20.73497818469195,1092.4735502081983,1126.344582739428,1077.0972277186083,1784.9471004163968
0.026,48.51984615908148,46.231278811938665,31.16515033771342,27.95021473243949,1094.1407864330665,1128.2619043980264,1078.84782575472,1788.281572866133
0.0265,49.43362682200817,45.62878749160235,31.75656015682516,37.98371960155832,1095.7996605289522,1130.169609608295,1080.5896435553998,1791.5993210579045
0.027,50.346309733699414,50.58489027908478,32.34751864492376,48.76685051336868,1097.4500251450665,1132.0675289168264,1082.3225264023197,1794.9000502901329
0.0275,51.25787462659932,59.85766797904317,32.938017403181014,58.06742816294994,1099.0917336864816,1133.9554937394537,1084.0463203708055,1798.183467372963
0.028,52.16830125797939,70.8607843223515,33.52804803930249,63.976320498534506,1100.7246403271522,1135.833336376225,1085.7608723435098,1801.4492806543044
0.0285,53.07756941038796,80.46871995356217,34.117602167646815,65.32360691680503,1102.348600022869,1137.7008900262992,1087.4660300240125,1804.6972000457379
0.029,53.985658892099266,85.98987792757502,34.70667140934485,61.93360400980987,1103.963468524142,1139.5579888027632,1089.161641950349,1807.926937048284
0.0295,54.89254953756173,86.00459001291766,35.295247392418744,54.663160578366416,1105.5691023890133,1141.4044677473653,1090.847557508464,1811.1382047780266
0.03,55.798221207845856,80.80711544243738,35.883321751900986,45.21487409874065,1107.1653589957994,1143.2401628451692,1092.5236269455893,1814.3307179915987
0.0305,56.70265379109135,72.31401838666065,36.470886129953215,35.76594501567065,1108.7520965557585,1145.0649110391223,1094.1897013835464,1817.504193111517
0.031,57.60582720295383,63.46745028755306,37.05793217598503,28.49357378302701,1110.329174125686,1146.878550244539,1095.8456328319703,1820.658348251372
0.0315,58.50772138705081,57.31912160681343,37.6444515467727,25.100357904474247,1111.8964516204335,1148.6809193634983,1097.491274201455,1823.7929032408667
0.032,59.408316315406985,56.08016302533255,38.230435906577696,26.443146226493155,1113.4537898253514,1150.471858299154,1099.1264793166188,1826.9075796507027
0.0325,60.307591988899134,60.432696250245975,38.81587692726519,32.34625540505996,1115.0010504086558,1152.251207969954,1100.7511029290886,1830.0021008173114
0.033,61.20552843770015,69.31745283094895,39.400766288422396,41.639764919048815,1116.5380959337153,1154.0188103237724,1102.3650007304009,1833.0761918674305
0.0335,62.10210572172247,80.26356462321066,39.98509567747684,52.41454281714595,1118.0647898712589,1155.7745083519478,1103.9680293648219,1836.1295797425178
0.034,62.997303931060955,90.15784757013688,40.56885678981449,62.43840991314563,1119.5809966115037,1157.5181461032294,1105.560046442079,1839.1619932230076
0.0345,63.891103186435,96.21406679600645,41.15204132889777,69.64272406534197,1121.0865814762003,1159.2495686976304,1107.1409105500104,1842.1731629524006
0.035,64.78348363962988,96.84040799733489,41.73464100638351,72.57331551627013,1122.5814107305953,1160.9686223401845,1108.710481267125,1845.1628214611906
0.0355,65.6744254739377,92.13507298928151,42.316647542240695,70.7074752727287,1124.065351595311,1162.675154334608,1110.2686191750768,1848.1307031906224
0.036,66.56390890459733,83.85569863390192,42.89805266486819,64.5678971954475,1125.53827225814,1164.3690130968612,1111.815185871047,1851.0765445162801
0.0365,67.45191417923373,74.87212038815017,43.478848111212244,55.608735909635264,1127.0000418857521,1166.050048168615,1113.3500439800398,1854.0000837715043
0.037,68.33842157829666,68.27285933922056,44.05902562688398,45.898618425171136,1128.450530635317,1167.7181102306145,1114.8730571670826,1856.9010612706338
0.0375,69.22341141549859,66.40352276097242,44.63857696627669,37.66970879708005,1129.8896096660367,1169.3730511159422,1116.3840901493386,1859.7792193320734
0.038,70.10686403825179,70.1365065520159,45.21749389268295,32.831123846354814,1131.3171511505914,1171.01472382318,1117.8830087081208,1862.6343023011825
0.0385,70.98875982810482,78.5993734285308,45.795768178411855,32.55276896487564,1132.7330282864916,1172.6429825294654,1119.3696797008163,1865.4660565729835
0.039,71.86907920117814,89.44647473236681,46.37339160490576,37.01031236871102,1134.137115307344,1174.2576826034456,1120.8439710727112,1868.274230614688
0.0395,72.74780260859899,99.58924799387653,46.950355962857216,45.34689008493008,1135.5292874940205,1175.8586806181236,1122.3057518687215,1871.0585749880408
0.04,73.6249105369356,106.15781637640995,47.526653052325585,55.85988948513874,1136.9094211857378,1177.4458343635984,1123.7548922450246,1873.8188423714755
0.0405,74.50038350863036,107.39450164189121,48.102274682853576,66.37209499267166,1138.2773937910413,1179.0190028596976,1125.1912634805933,1876.5547875820826
0.041,75.37420208243253,103.20106060373563,48.67721267358369,74.70629104214647,1139.6330837986945,1180.5780463684987,1126.6147379886293,1879.266167597389
0.0415,76.24634685382982,95.16926619951568,49.25145885337444,79.15986503901787,1140.9763707884722,1182.1228264067431,1128.025189327896,1881.9527415769446
0.042,77.11679845547931,86.08531194547254,49.82500506091651,78.875953066769,1142.307135441857,1183.6532057581358,1129.42249221395,1884.6142708837142
0.0425,77.98553755763766,79.06234054637096,50.397843144848764,74.03022342044693,1143.6252595526378,1185.1690484855335,1130.8065225302696,1887.2505191052755
0.043,78.85254486859019,76.571178802581,50.96996496387404,65.79258159347395,1144.9306260374094,1186.6702199430208,1132.1771573392798,1889.8612520748186
0.0435,79.71780113507943,79.67105383003346,51.54136238687489,56.072144530946424,1146.2231189459728,1188.1565867878687,1133.5342748932715,1892.4462378919457
0.044,80.58128714273252,87.67980259702381,52.11202729302913,47.10107643455335,1147.5026234716347,1189.62801699238,1134.8777546452166,1895.0052469432694
0.0445,81.44298371648806,98.38625310911459,52.6819515719253,40.948004483396375,1148.769025961405,1191.0843798556157,1136.2074772594751,1897.53805192281
0.045,82.30287172102176,108.73865360300017,53.25112712367786,39.06708349446172,1150.0222139260918,1192.5255460150056,1137.5233246223966,1900.0444278521838
0.0455,83.16093206117148,115.79481134796528,53.819545859042336,41.98100754281015,1151.2620760502944,1193.9513874578386,1138.825179852809,1902.5241521005887
0.046,84.01714568236125,117.63812089850761,54.387199699530306,49.16706787212088,1152.4885022022895,1195.361777532633,1140.112927312404,1904.977004404579
0.0465,84.87149357102437,113.97428176149451,54.954080577524195,59.17109498435633,1153.7013834438153,1196.7565909603877,1141.3864526160062,1907.4027668876306
0.047,85.72395675502567,106.22292092371966,55.520180436391925,69.92444701978077,1154.9006120397466,1198.1357038457088,1142.6456426417342,1909.8012240794935
0.0475,86.57451630408279,97.07559410212764,56.085491230601434,79.1949450966971,1156.086081467666,1199.4989936878158,1143.8903855410492,1912.172162935332
0.048,87.42315333018658,89.65777944144826,56.650004925835034,85.07345759083543,1157.2576864273237,1200.8463393914224,1145.12057074869,1914.5153728546475
0.0485,88.26984898802053,86.55577201844312,57.21371349910356,86.39006433064296,1158.4153228499933,1202.1776212774923,1146.3360889924932,1916.8306456999867
0.049,89.11458447537926,89.01144985535876,57.7766089388604,82.96908234419428,1159.5588879077143,1203.4927210938713,1147.5368323030998,1919.1177758154283
0.0495,89.95734103358603,96.535616333007,58.338683245115384,75.66736087258786,1160.6882800224255,1204.7915220257894,1148.7226940235469,1921.376560044851
0.05,90.79809994790935,107.0603025809616,58.899928429548474,66.18749783662014,1161.8033988749894,1206.073908706238,1149.893568818739,1923.606797749979
0.0505,91.63684254797856,117.58261138694031,59.460336515623275,56.706694129801974,1162.9041454141018,1207.3397672262172,1151.049352684807,1925.8082908282038
0.051,92.47355020819835,125.09964559145564,60.019899538700415,49.40215065901272,1163.9904218650904,1208.588985144854,1152.189942958345,1927.9808437301808
0.0515,93.30820434816253,127.54343648246484,60.57860954615076,45.97646538515563,1165.0621317385999,1209.82145149939,1153.31523832553,1930.1242634771997
0.052,94.14078643306651,124.424787704748,61.136458597468376,47.286487616173545,1166.1191798391626,1211.037056815037,1154.4251388311206,1932.238359678325
0.0525,94.9712779741189,116.98557765009895,61.69343876438344,53.15653447372134,1167.161472273654,1212.2356931147021,1155.5195458873368,1934.322944547308
0.053,95.79966052895219,107.81210187039765,62.249542130974916,62.41668590656196,1168.188916459634,1213.417253928579,1156.5983622826154,1936.3778329192676
0.0535,96.62591570203216,100.02983909105261,62.804760793783025,73.15781043747391,1169.2014211335684,1214.5816343036038,1157.661492190247,1938.4028422671367
0.054,97.45002514506645,96.3303457152343,63.35908686192158,83.14772935854003,1170.1988963589383,1215.728730812779,1158.7088411768852,1940.3977927178767
0.0545,98.27197055741202,98.13324952149479,63.912512457190154,90.31780101053353,1171.1812535342265,1216.8584415643606,1159.7403162109379,1942.3625070684532
0.055,99.0917336864815,105.14425091397439,64.46502971418602,93.21385612265094,1172.1484054007888,1217.970666210907,1160.755825670828,1944.2968108015775
0.0555,99.90929632814857,115.4467454499385,65.01663078041598,91.31318619252882,1173.1002660506038,1219.0653059581944,1161.755279353134,1946.2005321012075
0.056,100.72464032715216,126.09854150691187,65.56730781640788,85.1384855759039,1174.036750933905,1220.142263573991,1162.7385884806004,1948.0735018678101
0.0565,101.53774757749967,134.04788853527683,66.11705299582214,76.14390939715376,1174.9577768666904,1221.2014433966942,1163.7056657100252,1949.915553733381
0.057,102.34860002286898,137.08361585970474,66.66585850556287,66.39808516948209,1175.8632620381113,1222.2427513438279,1164.6564251400168,1951.7265240762226
0.0575,103.15717965700951,134.52356187299134,67.213716545889,58.133177455385166,1176.7531260177386,1223.2660949203996,1165.5907823186255,1953.5062520354772
0.058,103.96346852414189,127.42695522092784,67.7606193305251,53.258303587468454,1177.6272897627089,1224.2713832271152,1166.5086542508443,1955.2545795254177
0.0585,104.76744871935699,118.26462433907058,68.30655908677203,52.94336947335807,1178.4856756247436,1225.258526968455,1167.4099594059808,1956.9713512494873
0.059,105.56910238901327,110.14971367266024,68.85152805561741,57.36404384899419,1179.3282073570472,1226.2274384606042,1168.2946177248996,1958.6564147140944
0.0595,106.36841173113334,105.86841858366505,69.39551849184588,65.66346326543673,1180.1548101210797,1227.1780316392415,1169.1625506271337,1960.3096202421593
0.06,107.16535899579934,107.0125139605945,69.93852266414926,76.13901562239309,1180.965410493204,1228.1102220671846,1170.0136810178642,1961.9308209864078
0.0605,107.9599264855469,113.48375867296765,70.48053285523628,86.61348587540317,1181.759936471208,1229.0239269418892,1170.8479332947684,1963.519872942416
0.061,108.75209655575848,123.52447664393351,71.02154136194241,94.90965899538658,1182.5383174807005,1229.9190651028057,1171.6652333547356,1965.0766349614012
0.0615,109.5418516150549,134.26479330313978,71.56154049533922,99.32492292818753,1183.3004843813796,1230.7955570385866,1172.4655086004486,1966.6009687627593
0.062,110.32917412568604,142.61614855225966,72.10052258084373,99.00241430176023,1184.046369473174,1231.65332489415,1173.2486879468327,1968.0927389463482
0.0625,111.11404660392043,146.2328962094335,72.63847995832748,94.11780195969541,1184.7759065022574,1232.492292477596,1174.0147018273701,1969.5518130045148
0.063,111.8964516204334,144.2426015720468,73.17540498222537,85.84099194802461,1185.4890306669322,1233.3123852669721,1174.763482200279,1970.9780613338646
0.0635,112.67637180069406,137.51766322477306,73.71129002164432,76.08110176851113,1186.185678623387,1234.1135304168952,1175.4949625545564,1972.3713572467743
0.064,113.45378982535131,128.40369123233324,74.24612746047173,67.07029618355969,1186.8657884913223,1234.8956567650207,1176.2090779158884,1973.7315769826448
0.0645,114.22868843061823,119.98920957751936,74.77990969748373,60.877202937029665,1187.529299859447,1235.6586948383642,1176.9057648524195,1975.0585997188941
0.065,115.00105040865571,115.14405671755495,75.3126291464532,58.955977414698694,1188.176153790845,1236.4025768594718,1177.5849614803874,1976.3523075816902
0.0655,115.77085860795428,115.62587261937055,75.84427823625761,61.82931426444395,1188.80629282821,1237.1272367524414,1178.2466074696204,1977.61258565642
0.066,116.53809593371523,121.53286230753636,76.37484941098657,68.97450530677878,1189.419660998949,1237.8326101487912,1178.8906440488963,1978.8393219978977
0.0665,117.30274534823002,131.2732147924439,76.90433513004925,78.93738162450829,1190.0162038201543,1238.5186343931775,1179.517014011162,1980.0324076403087
0.067,118.0647898712589,142.06069861663937,77.43272786828159,89.64930194274098,1190.5958683034437,1239.1852485489603,1180.125661718616,1981.1917366068876
0.0675,118.82421258040772,150.78213324581148,77.96002011605316,98.87808796861611,1191.158602959666,1239.832393403616,1180.7165331076494,1982.317205919332
0.068,119.58099661150376,154.96665416254953,78.48620437937399,104.71460867068416,1191.7043578034752,1240.4600114739965,1181.2895756936489,1983.4087156069504
0.0685,120.33512515897047,153.5549966472257,79.01127318000094,105.98894447418877,1192.2330843577704,1241.068047011436,1181.844738575659,1984.4661687155408
0.069,121.08658147620028,147.2292862420263,79.53521905554413,102.52541300796815,1192.744735658002,1241.6564460067023,1182.381972440902,1985.4894713160038
0.0695,121.83534887592683,138.20065756688155,80.05803455957293,95.1808641178429,1193.239266256343,1242.2251561947944,1182.90122956916,1986.478532512686
0.07,122.5814107305953,129.52082512643102,80.57971226172172,85.65789633328225,1193.7166322257262,1242.7741270595852,1183.4024638370124,1987.4332644514525
0.0705,123.3247504727318,124.13194450939255,81.10024474779567,76.13371116041053,1194.1767911637462,1243.3033098383082,1183.8856307219335,1988.3535823274924
0.071,124.06535159531118,123.95058413676381,81.61962461987594,68.7855101226539,1194.6197021964254,1243.812657525889,1184.3506873062465,1989.2394043928507
0.0715,124.80319765212369,129.27100759548892,82.1378444964249,65.31589180138636,1195.0453259818446,1244.3021248791215,1184.797592280937,1990.0906519636894
0.072,125.5382722581401,138.67355111172031,82.65489701239099,66.58170612893645,1195.4536247136386,1244.7716684206846,1185.2263059493207,1990.9072494272773
0.0725,126.27055908987552,149.46662230141197,83.17077481931351,72.40727085525131,1195.8445621243532,1245.221246443006,1185.6367902305708,1991.6891242487063
0.073,127.00004188575211,158.52470647349836,83.68547058542688,81.62266656128327,1196.2181034886669,1245.6508190119669,1186.0290086631003,1992.4362069773338
0.0735,127.72670444645995,163.26147212646018,84.19897699576501,92.31876240588922,1196.574215626476,1246.0603479704473,1186.4029264077997,1993.1484312529517
0.074,128.45053063531685,162.43500493567967,84.71128675226515,102.26338032110883,1196.9128669058412,1246.4497969417173,1186.7585102511332,1993.825733811682
0.0745,129.17150437862682,156.53446534116665,85.22239257387164,109.387879291543,1197.2340272457977,1246.8191313326674,1187.0957286080877,1994.4680544915955
0.075,129.88960966603673,147.6277861581653,85.73228719663946,112.23809069407714,1197.5376681190276,1247.1683183368816,1187.4145515249788,1995.0753362380551
0.0755,130.60483055089213,138.71782866857262,86.24096337383733,110.29130667788814,1197.8237625543923,1247.4973269375512,1187.714950682112,1995.6475251087847
0.076,131.3171511505913,132.80745422708554,86.74841387605085,104.07022225409622,1198.0922851393302,1247.8061279102299,1187.9968993962968,1996.1845702786604
0.0765,132.02655564693774,131.96459586734653,87.25463149128508,95.02899320629514,1198.3432120221125,1248.0946938254294,1188.2603726232182,1996.686424044225
0.077,132.7330282864917,136.67841439335695,87.75960902506726,85.23624771072947,1198.5765209139627,1248.3629990510572,1188.505346959661,1997.1530418279256
0.0775,133.43655338091992,145.7069959900762,88.26333930054884,76.92415099675061,1198.7921910910359,1248.6110197546914,1188.7318006455878,1997.5843821820717
0.078,134.137115307344,156.46400981113584,88.76581515860758,72.00182106762374,1198.99020339626,1248.838733905699,1188.9397135660731,1997.9804067925202
0.0785,134.8346985086873,165.82394196618088,89.2670294579493,71.63916450543107,1199.170540241037,1249.0461212771927,1189.129067253089,1998.3410804820742
0.079,135.52928749402045,171.09520101741725,89.7669750752094,76.01185072435426,1199.333185606806,1249.2331634478269,1189.2998448871463,1998.666371213612
0.0795,136.22086683890538,170.85812428277035,90.265644905054,84.2630169574713,1199.4781250464648,1249.3998438034344,1189.452031298788,1998.9562500929294
0.08,136.90942118573776,165.4069765864531,90.76303186028105,94.69005179027366,1199.6053456856544,1249.5461475385025,1189.585612969937,1999.2106913713087
0.0805,137.59493524408808,156.6583277322018,91.25912887192088,105.1157408678432,1199.714836223902,1249.6720616574871,1189.7005780350971,1999.4296724478038
0.081,138.2773937910413,147.55433483691056,91.75392888933688,113.36286985438781,1199.8065869356249,1249.7775749759687,1189.796916282406,1999.61317387125
0.0815,138.95678167153469,141.14671407879968,92.24742488032555,117.72882739277723,1199.8805896709946,1249.8626781216437,1189.8746191545442,1999.7611793419892
0.082,139.6330837986945,139.64660189674728,92.73960983121653,117.35675081171888,1199.93683785666,1249.927363535159,1189.933679749493,1999.87367571332
0.0825,140.30628515417115,143.73612579721436,93.23047674697219,112.42230965927374,1199.9753264963322,1249.9716254707819,1189.9740928211488,1999.9506529926643
0.083,140.97637078847228,152.3560231701308,93.72001865128709,104.09541068965122,1199.9960521712273,1249.9954599969114,1189.9958547797887,1999.992104342455
0.0835,141.6433258212952,163.03543175288004,94.20822858668723,94.2851721164894,1199.9990130403717,1249.9988649964273,1189.9989636923901,1999.9980260807433
0.084,142.30713544185707,172.66117341113105,94.69509961462873,85.22375941775502,1199.9842088407631,1249.9818401668776,1189.9834192828014,1999.9684176815265
0.0845,142.9677849092239,178.44701923254323,95.1806248155966,78.97980105654696,1199.951640887397,1249.9443870205064,1189.9492229317666,1999.9032817747936
0.085,143.62525955263777,178.8011609176977,95.66479728920301,77.00745314154832,1199.9013120731463,1249.8865088841183,1189.8963776768037,1999.8026241462926
0.0855,144.27954477184284,173.82180632637096,96.14761015428543,79.8294110471989,1199.833226868508,1249.8082108987842,1189.8248882119335,1999.6664537370161
0.086,144.93062603740933,165.26659840565375,96.6290565490043,86.92296732422005,1199.7473913212034,1249.709500019384,1189.7347608872637,1999.494782642407
0.0865,145.57848889105634,156.00537873781664,97.10912963094069,96.83395378926217,1199.6438130556423,1249.5903850139887,1189.6260037084244,1999.2876261112847
0.087,146.22311894597283,149.1266745755175,97.58782257719346,107.49372990490245,1199.522501272245,1249.4508764630818,1189.4986263358574,1999.0450025444902
0.0875,146.86450188713712,146.97609939808834,98.06512858447621,116.67011811936521,1199.3834667466256,1249.2909867586195,1189.3526400839569,1998.7669334932511
0.088,147.50262347163476,150.42605534948368,98.54104086921416,122.4539881458899,1199.2267218286345,1249.1107301029297,1189.1880579200663,1998.453443657269
0.0885,148.13746952897495,158.60411143096053,99.0155526676402,123.67542115800251,1199.0522804412617,1248.910122507451,1189.0048944633247,1998.1045608825234
0.089,148.769025961405,169.16462530903908,99.48865723589138,120.15873553640712,1198.8601580793998,1248.6891817913097,1188.8031659833698,1997.7203161587995
0.0895,149.3972787442235,179.01904087819543,99.96034785010457,112.76078188236247,1198.650371808468,1248.447927579738,1188.5828903988913,1997.3007436169357
0.09,150.0222139260919,185.29748770521442,100.43061780651207,103.18415948433774,1198.4229402628955,1248.18638130233,1188.3440872760402,1996.845880525791
0.0905,150.643817629344,186.2422939946244,100.89946042153683,93.60607061100802,1198.1778836444678,1247.904566191138,1188.086777826691,1996.3557672889356
0.091,151.26207605029438,181.75522304147128,101.36686903188749,86.20371755189028,1197.9152237205303,1247.6025072786097,1187.8109849065568,1995.8304474410604
0.0915,151.87697545954492,173.42805430384044,101.83283699465315,82.679699657979,1197.634983822056,1247.2802313953646,1187.516733013159,1995.2699676441123
0.092,152.48850220228957,164.04698785722357,102.29735768739756,83.89086763474074,1197.3371888415736,1246.9377671678096,1187.2040482836524,1994.6743776831472
0.0925,153.09664269861761,156.72517300422763,102.76042450825351,89.66154000876853,1197.0218652309547,1246.575145015598,1186.8729584925024,1994.0437304619095
0.093,153.70138344381533,153.93344318151048,103.22203087601643,98.82179814115622,1196.689040999066,1246.192397148926,1186.5234930490192,1993.3780819981318
0.0935,154.30271100866568,156.73103217958874,103.6821702302381,109.46251197438743,1196.3387457092797,1245.7895575656717,1186.1556829947438,1992.6774914185596
0.094,154.90061203974676,164.4357836794935,104.14083603131976,119.35150422760373,1195.9710104768494,1245.3666620483768,1185.7695610006917,1991.9420209536988
0.0945,155.49507325972817,174.83653243752323,104.59802176060515,126.42013467596891,1195.5858679661444,1244.923748161066,1185.3651613644515,1991.1717359322888
0.095,156.08608146766593,184.8815334789594,105.05372092047303,129.214235490384,1195.1833523877494,1244.460855245912,1184.9425200071369,1990.3667047754989
0.0955,156.67362353929562,191.62860089937382,105.50792703442966,127.2110996174817,1194.7634994954258,1243.9780244197395,1184.501674470197,1989.5269989908516
0.096,157.2576864273238,193.16113611709983,105.96063364720078,120.9334228692667,1194.3263465829348,1243.475298570375,1184.0426639120815,1988.6526931658696
0.0965,157.83825716171768,189.18484554023632,106.41183432482336,111.83536183363539,1193.871932480726,1242.9527223528348,1183.5655291047622,1987.7438649614517
